# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	1260
#@/user_id	Terry_rime
a 	啊	c=6 d=3.04397 t=1260
mu lu yao 	目錄要	c=1 d=0.579842 t=1260
mu niu 	母牛	c=0 d=0.198012 t=1260
mu yang quan 	牧羊犬	c=1 d=0.975612 t=1260
na xie 	那些	c=2 d=2.03396 t=1260
ne 	呢	c=3 d=2.07647 t=1260
nei cun 	內存	c=2 d=2.12623 t=1260
nei cun da 	內存大	c=1 d=1.04516 t=1260
nei cun xiao hao 	內存消耗	c=3 d=2.93605 t=1260
nei cun xiao hao guo da 	內存消耗過大	c=3 d=2.70781 t=1260
nei rong 	內容	c=6 d=4.3047 t=1260
neng gou 	能夠	c=0 d=0.0960789 t=1260
ni 	你	c=1 d=1.09656 t=1260
ni bi 	你比	c=1 d=0.918913 t=1260
ni bi de 	你比的	c=1 d=0.965605 t=1260
ni de 	你的	c=1 d=0.985112 t=1260
ni de shu ru fa zen me yang 	你的輸入法怎麼樣	c=1 d=0.860708 t=1260
ni hao 	你好	c=16 d=11.1487 t=1260
ni hao a 	你好啊	c=1 d=1 t=1260
ni hao gou zi 	你好狗子	c=1 d=0.913931 t=1260
ni hao ma 	你好嗎	c=1 d=0.346456 t=1260
ni ke shi 	你可是	c=1 d=0.467666 t=1260
ni shi shei 	你是誰	c=1 d=0.860708 t=1260
ni shuo 	你說	c=0 d=0.0995012 t=1260
ni shuo ne 	你說呢	c=1 d=0.980199 t=1260
ni shuo niu bi bu niu bi 	你說牛逼不牛逼	c=1 d=1 t=1260
niu 	牛	c=3 d=2.90664 t=1260
niu 	𩚖	c=0 d=0.0786628 t=1260
niu ba 	牛吧	c=1 d=0.995012 t=1260
niu bi 	杻比	c=1 d=0.843665 t=1260
niu bi 	牛逼	c=14 d=9.77108 t=1260
niu bi 	牛逼的	c=3 d=2.95067 t=1260
niu bi de 	牛逼的	c=6 d=3.38992 t=1260
niu bi de chuang yi 	牛逼的創意	c=1 d=0.818731 t=1260
niu bi de shu ru fa 	牛逼的輸入法	c=10 d=5.10742 t=1260
niu bi de zi dong shu ru fa 	牛逼的自動輸入法	c=1 d=0.856415 t=1260
niu bi de zi dong yu ce shu ru fa 	牛逼的自動預測輸入法	c=1 d=0.873716 t=1260
niu bi shu ru fa 	牛逼輸入法	c=1 d=0.985112 t=1260
niu bu duan 	𩚖不斷	c=1 d=0.790571 t=1260
nv zhi gong 	女職工	c=0 d=0.0726149 t=1260
o 	哦	c=1 d=0.414783 t=1260
o o o 	哦哦哦	c=1 d=0.470011 t=1260
ou 	偶	c=0 d=0.0995012 t=1260
pan 	盤	c=2 d=0.88692 t=1260
pan duan 	判斷	c=3 d=1.06984 t=1260
pang da 	龐大	c=0 d=0.0960789 t=1260
pang da de 	龐大的	c=1 d=0.965605 t=1260
pao qi 	拋棄	c=1 d=0.960789 t=1260
pian le 	偏了	c=0 d=0.0486752 t=1260
pin yin 	拼音	c=4 d=3.49759 t=1260
pin yin tong hong 	拼音通紅	c=1 d=0.869358 t=1260
qi 	其	c=0 d=0.00464212 t=1260
qi nei hong 	起內鬨	c=1 d=0.427415 t=1260
qian hou gong chi 	前後共吃	c=1 d=0.995012 t=1260
qian jia 	繾家	c=1 d=0.980199 t=1260
qian jia wan hu 	千家萬戶	c=1 d=0.647265 t=1260
qian qian 	嵌錢	c=1 d=1 t=1260
qian qian 	柑錢	c=1 d=1 t=1260
qiang da 	強大	c=0 d=0.088692 t=1260
qiang han 	強悍	c=0 d=0.0995012 t=1260
qing 	請	c=1 d=0.657047 t=1260
qing li 	清理	c=1 d=0.603506 t=1260
qing liang ji 	輕量級	c=2 d=1.88825 t=1260
qu 	去	c=0 d=0.0980199 t=1260
qu 	驅	c=1 d=0.99005 t=1260
quan 	犬	c=0 d=0.287092 t=1260
quan bu 	全不	c=1 d=0.557106 t=1260
quan xian 	權限	c=2 d=1.7872 t=1260
ren 	人	c=1 d=0.946485 t=1260
ren jia 	人家	c=1 d=0.826959 t=1260
ren lei 	人類	c=0 d=0.066034 t=1260
ren lei de 	人類的	c=1 d=0.66365 t=1260
ren shen 	妊娠	c=1 d=0.937067 t=1260
ri chang 	日常	c=1 d=1 t=1260
ri ji 	日記	c=0 d=0.0995012 t=1260
ri qi 	日期	c=1 d=0.329559 t=1260
ri qi 	日起	c=1 d=0.327915 t=1260
rong yi 	容易	c=0 d=0.0477114 t=1260
rou 	肉	c=0 d=0.0995012 t=1260
rou ou tian quan xian 	肉偶天全縣	c=1 d=1 t=1260
ru 	𣽉	c=1 d=1.08167 t=1260
ru fa 	如發	c=1 d=0.932394 t=1260
ru guo 	如果	c=1 d=0.542641 t=1260
ru guo ming tian 	如果明天	c=1 d=0.985112 t=1260
ru he shi xian 	如何實現	c=1 d=0.951229 t=1260
ru ke fu 	𣽉客服	c=1 d=0.970446 t=1260
ruan jian 	軟件	c=2 d=1.01577 t=1260
san bai 	三百	c=0 d=0.0995012 t=1260
san shi sui 	三十歲	c=1 d=0.332871 t=1260
sha seng 	沙僧	c=1 d=0.718924 t=1260
sha shi 	𧏫是	c=2 d=1.98511 t=1260
sha shi bi ya 	莎士比亞	c=2 d=1.6997 t=1260
sha shi jian 	霎時間	c=1 d=0.995012 t=1260
shan chu 	刪除	c=8 d=6.34983 t=1260
shang de 	上的	c=1 d=0.341298 t=1260
shang shu 	上述	c=1 d=0.937067 t=1260
shao cheng 	燒成	c=1 d=1 t=1260
shao cheng 	竰成	c=1 d=1 t=1260
shao kao 	燒烤	c=0 d=0.0995012 t=1260
shen ji 	神級	c=1 d=1.08411 t=1260
shen ji shu ru fa 	神級輸入法	c=2 d=1.9216 t=1260
shen long jian shou bu jian wei 	神龍見首不見尾	c=1 d=0.941765 t=1260
shen qi 	神奇	c=1 d=1.27557 t=1260
shen qi de 	神奇的	c=2 d=1.92821 t=1260
shen qi de ce shi 	神奇的測試	c=1 d=1 t=1260
shen qi de shu ru fa 	神奇的輸入法	c=5 d=3.92364 t=1260
shen ren 	神人	c=1 d=0.97531 t=1260
shen shou ku nan 	深受苦难	c=1 d=0.946485 t=1260
sheng 	生	c=0 d=0.00459593 t=1260
sheng cheng 	生成	c=9 d=3.69286 t=1260
sheng cheng fang an 	生成方案	c=3 d=2.76037 t=1260
sheng huo 	生活	c=0 d=0.067368 t=1260
sheng huo 	𨵥或	c=1 d=1 t=1260
sheng huo de 	生活的	c=2 d=1.35751 t=1260
sheng si 	生死关头	c=0 d=0.0726149 t=1260
sheng si shun jian 	生死关头瞬間	c=1 d=0.729789 t=1260
sheng xiao 	生效	c=2 d=1.79967 t=1260
sheng xiong 	聖雄	c=0 d=0.0995012 t=1260
sheng xiong gan di 	聖雄甘地	c=1 d=1 t=1260
shi 	是	c=2 d=1 t=1260
shi bai 	失敗	c=2 d=1.2161 t=1260
shi bie 	識別	c=0 d=0.0965605 t=1260
shi bie hen duo de shu ru fang shi 	識別很多的輸入方式	c=1 d=0.970446 t=1260
shi bu shi 	是不是	c=6 d=4.67293 t=1260
shi bu shi hen hou hui 	是不是很後悔	c=1 d=0.97531 t=1260
shi bu shi hen shen qi ne 	是不是很神奇呢	c=1 d=0.865022 t=1260
shi bu shu 	世不数	c=1 d=0.860708 t=1260
shi fang chu 	释放出来	c=1 d=1.08905 t=1260
shi fang chu lai 	釋放出來	c=0 d=0.0995012 t=1260
shi fang chu lai li nian 	釋放出來理念	c=1 d=1 t=1260
shi fang chu li nian 	释放出来理念	c=1 d=0.995012 t=1260
shi fou 	是否是	c=4 d=1.83769 t=1260
shi fou zai 	是否是在	c=1 d=0.408608 t=1260
shi hen 	是很	c=0 d=0.099005 t=1260
shi jiu ding 	事就定	c=1 d=0.99005 t=1260
shi pin dian bo 	視頻點播	c=1 d=0.995012 t=1260
shi qi 	時期	c=0 d=0.0995012 t=1260
shi qi ge 	十七個	c=0 d=0.0980199 t=1260
shi qi ri 	十七日	c=0 d=0.0995012 t=1260
shi san 	十三	c=1 d=0.995012 t=1260
shi shui 	是誰	c=1 d=0.358796 t=1260
shi si ri 	十四日	c=2 d=1.8557 t=1260
shi wei 	炻爲	c=1 d=1 t=1260
shi wei 	示威运动	c=1 d=0.99005 t=1260
shi wu 	食物	c=0 d=0.099005 t=1260
shi wu sui 	十五歲	c=0 d=0.19459 t=1260
shi xian 	實現	c=2 d=1.32626 t=1260
shi xiong 	師兄	c=0 d=0.0882497 t=1260
shi yi ge 	是一個	c=1 d=1.08737 t=1260
shi yong 	使用	c=4 d=2.0549 t=1260
shi zhong qu 	市中區	c=0 d=0.0895834 t=1260
shou lie 	狩獵	c=1 d=0.844698 t=1260
shu 	書	c=3 d=2.16091 t=1260
shu chu 	輸出	c=0 d=0.0965605 t=1260
shu chu de you xian ji 	輸出的優先級	c=1 d=0.970446 t=1260
shu ju 	數據	c=6 d=2.78171 t=1260
shu ju ku 	數據庫	c=1 d=0.50409 t=1260
shu ju yu ce 	數據預測	c=2 d=1.99005 t=1260
shu mu 	數目	c=1 d=1 t=1260
shu ru 	輸入	c=1 d=1.24877 t=1260
shu ru ce shi 	輸入測試	c=2 d=1.58568 t=1260
shu ru fa 	輸入法	c=42 d=20.1956 t=1260
shu ru fa an zhuang zhi nan 	輸入法安裝指南	c=1 d=0.985112 t=1260
shu ru fa ce shi 	輸入法測試	c=2 d=1.68488 t=1260
shu ru fa dai bu dai 	輸入法带不带	c=1 d=0.918512 t=1260
shu ru fa xin gui ce shi 	輸入法新規測試	c=1 d=0.839457 t=1260
shu ru fa zi dong yu ce 	輸入法自動預測	c=1 d=0.831104 t=1260
shu ru su du 	輸入速讀	c=1 d=1.09451 t=1260
shu ru xiao guo 	輸入筱過	c=1 d=0.980199 t=1260
shu shu ru fa 	書輸入法	c=1 d=0.960789 t=1260
shu zu 	數組	c=3 d=1.72599 t=1260
shui chong zheng yue chu yi 	水冲正月初一	c=1 d=0.932394 t=1260
shun jian 	瞬間	c=0 d=0.0726149 t=1260
shuo ne 	說呢	c=0 d=0.097531 t=1260
si bai 	四百	c=0 d=0.0995012 t=1260
si shi 	四式	c=0 d=0.0995012 t=1260
si shi yi nian 	四式一年	c=1 d=1 t=1260
si suo 	思索	c=0 d=0.0985112 t=1260
si suo yi nian 	思索一年	c=1 d=0.99005 t=1260
song shu 	松鼠	c=2 d=1.39542 t=1260
sou gou 	搜狗	c=1 d=0.980199 t=1260
sou gou shu ru fa 	搜狗輸入法	c=1 d=0.981848 t=1260
sou gou shu ru fa zhen shi yi ge la ji 	搜狗輸入法真是一個拉圾	c=1 d=0.909373 t=1260
sou suo 	搜索	c=1 d=0.960789 t=1260
su cheng 	速成	c=0 d=0.0960789 t=1260
su cheng fa 	速成法	c=1 d=0.918512 t=1260
su cheng fang an 	速成方案	c=1 d=0.965605 t=1260
su du 	速讀	c=0 d=0.099005 t=1260
sui ran 	雖然	c=1 d=0.960789 t=1260
suo dao 	索道	c=0 d=0.097531 t=1260
suo dao 	蹜到	c=1 d=0.985112 t=1260
suo dao zhi chu 	索道指出	c=1 d=0.980199 t=1260
suo lve yu 	縮略語	c=1 d=0.970446 t=1260
suo you 	所有	c=0 d=0.0582748 t=1260
suo you de 	所有的	c=1 d=0.585669 t=1260
suo you wen jian 	所有文件	c=1 d=0.375311 t=1260
ta bu 	他不	c=1 d=1 t=1260
tai ji 	太極	c=2 d=1.90305 t=1260
tai ji tu 	太極圖	c=1 d=0.955997 t=1260
tan bu shang 	談不上	c=0 d=0.097531 t=1260
ti 	提	c=2 d=1.84681 t=1260
ti huan 	替換	c=1 d=0.97531 t=1260
ti jiao 	體校	c=2 d=0.995012 t=1260
tian 	天	c=0 d=0.193131 t=1260
tian jin 	天津	c=0 d=0.0970446 t=1260
tian jin jia meng dian 	天津加盟店	c=3 d=2.63554 t=1260
tian qi 	天氣	c=1 d=0.84119 t=1260
tian qi zen me yang 	天氣怎麼樣	c=2 d=0.859901 t=1260
tian quan xian 	天全縣	c=0 d=0.0995012 t=1260
tian xia fu mu xin 	天下父母心	c=0 d=0.099005 t=1260
tiao chu 	跳出	c=0 d=0.0995012 t=1260
tiao chu xun huan 	跳出循環	c=1 d=1 t=1260
tiao qing 	調情	c=1 d=0.810584 t=1260
tiao shi 	調試	c=1 d=0.529935 t=1260
ting yong 	停用	c=1 d=0.999401 t=1260
ting yong ci 	停用詞	c=1 d=0.904837 t=1260
tong hong 	通紅	c=0 d=0.0865022 t=1260
tong qu 	同去	c=1 d=0.524663 t=1260
tong zhi 	通知	c=1 d=0.909373 t=1260
tuan jie 	團結	c=0 d=0.097531 t=1260
tui chu 	退出	c=1 d=0.612626 t=1260
tuo 	拖	c=1 d=0.951229 t=1260
wa mei 	挖煤	c=0 d=0.00466538 t=1260
wa mei he 	挖煤和	c=1 d=0.0468877 t=1260
wai xing ren 	外星人	c=1 d=0.499074 t=1260
wan bi 	完畢	c=1 d=1 t=1260
wan cheng 	完成	c=1 d=0.537944 t=1260
wan er 	玩兒	c=0 d=0.099005 t=1260
wan wu 	萬物	c=1 d=1.06275 t=1260
wang 	仼	c=0 d=0.0995012 t=1260
wang 	王	c=1 d=0.976055 t=1260
wang 	網	c=0 d=0.0995012 t=1260
wang dong 	王東	c=0 d=0.0718924 t=1260
wang dong ming 	王東明	c=2 d=1.44867 t=1260
wang guan zhuang 	王官莊	c=1 d=1.07635 t=1260
wang shang 	網上	c=0 d=0.00459593 t=1260
wang shang sheng 	網上生	c=1 d=0.0461896 t=1260
wang xing ren 	汪星人	c=9 d=5.82605 t=1260
wang zhi 	網址	c=0 d=0.00464212 t=1260
wang zhi wang 	仼指望	c=2 d=1.98012 t=1260
wang zhi wang 	網址網	c=1 d=0.0466538 t=1260
wang zhong zi 	網種子	c=3 d=2.94062 t=1260
wei 	爲	c=0 d=0.0970446 t=1260
wei lai 	未來	c=0 d=0.0995012 t=1260
wei nuan xi 	未暖席	c=1 d=0.99005 t=1260
wei shen me 	爲什麼	c=1 d=0.941765 t=1260
wei wei yi 	微微一笑	c=2 d=1.68316 t=1260
wen ben 	文本	c=2 d=1.44125 t=1260
wen dang 	文檔	c=1 d=0.814647 t=1260
wen jian 	文件	c=14 d=8.43804 t=1260
wen jian jia 	文件夾	c=2 d=0.873716 t=1260
wen yi xia 	問一下	c=0 d=0.0852144 t=1260
wo 	我	c=0 d=0.0878095 t=1260
wo bu xiang 	我不想	c=0 d=0.0873716 t=1260
wo bu xiang shi yong zi dong yu ce 	我不想使用自動預測	c=1 d=0.878095 t=1260
wo de 	唩的	c=1 d=0.970446 t=1260
wo de 	我的	c=4 d=2.93954 t=1260
wo de jia 	我的家	c=0 d=0.0431711 t=1260
wo de shen qi shu ru fa 	我的神奇輸入法	c=3 d=1.52072 t=1260
wo de shu ru fa 	我的輸入法	c=5 d=3.8395 t=1260
wo de shu ru fa hen niu bi 	我的輸入法很牛逼	c=2 d=1.95551 t=1260
wo de shu ru fa shi bu shi 	我的輸入法是不是	c=2 d=1.86951 t=1260
wo de shu ru fa shi bu shi hen gao xiao lv ne 	我的輸入法是不是很高效率呢	c=1 d=0.985112 t=1260
wo de shu ru fa shi bu shi zui qiang han ne 	我的輸入法是不是最強悍呢	c=1 d=1 t=1260
wo de shu ru fa zhen de shi hen niu bi ne 	我的輸入法真的是很牛逼呢	c=2 d=1.99501 t=1260
wo de shu ru fa zhen shi hen niu bi ne 	我的輸入法真是很牛逼呢	c=2 d=1.98506 t=1260
wo shi 	我是	c=1 d=1.17575 t=1260
wo shi chen yao zu 	我是陳耀祖	c=2 d=1.98506 t=1260
wo shi ke ji quan 	我是柯基犬	c=1 d=0.97531 t=1260
wo yao 	我要	c=0 d=0.0995012 t=1260
wo yao gan shen me ne 	我要幹什麼呢	c=1 d=1 t=1260
wu 	無	c=0 d=0.0980199 t=1260
wu di 	無敵	c=0 d=0.0965605 t=1260
wu di de shu ru fa 	無敵的輸入法	c=1 d=0.970446 t=1260
wu fen zhi 	五分制	c=1 d=0.99005 t=1260
wu lin 	武林中	c=1 d=0.941765 t=1260
wu lin 	武林高手	c=2 d=1.97516 t=1260
wu lin gao shou 	武林高手	c=1 d=0.980199 t=1260
wu lun 	無論	c=0 d=0.00461896 t=1260
wu lun zen yang 	無論怎樣	c=1 d=0.0464212 t=1260
wu ren neng di 	无人能敌	c=0 d=0.0985112 t=1260
wu ren neng di de 	无人能敌的	c=1 d=1.1782 t=1260
wu ren neng di de ne 	无人能敌的呢	c=1 d=1 t=1260
wu ren neng di de shu ru su du 	无人能敌的輸入速讀	c=1 d=1 t=1260
wu shi qi ge 	無十七個	c=1 d=0.985112 t=1260
xi 	螅	c=1 d=0.985112 t=1260
xi yi suo 	習藝所	c=1 d=0.66365 t=1260
xi zao 	洗澡	c=0 d=0.0995012 t=1260
xi zao de fang fa shi 	洗澡的方法是	c=1 d=1 t=1260
xia 	下	c=5 d=2.0983 t=1260
xia bo he lun 	下薄荷論	c=1 d=0.965605 t=1260
xia xing qi 	下星期	c=1 d=0.621885 t=1260
xia zai 	下載	c=3 d=2.57453 t=1260
xian 	先	c=0 d=0.0657047 t=1260
xian mai xian mai 	現買現賣	c=2 d=1.83705 t=1260
xian shi yong 	先使用	c=1 d=0.66034 t=1260
xian zai 	現在	c=0 d=0.0951229 t=1260
xian zai hai xing ba 	現在還行吧	c=1 d=0.955997 t=1260
xiang 	想	c=0 d=0.0995012 t=1260
xiang gang da xue 	香港大學	c=0 d=0.0985112 t=1260
xiang gang da xue xin gui 	香港大學新規	c=2 d=1.98506 t=1260
xiang mu 	項目	c=0 d=0.182795 t=1260
xiang mu ce shi 	項目測試	c=1 d=1 t=1260
xiang wei lai shao 	香味來燒	c=0 d=0.0980199 t=1260
xiang wei lai shao kao 	想未來燒烤	c=1 d=1 t=1260
xiang wei lai shao kao 	香味來燒烤	c=1 d=0.985112 t=1260
xiang zhe 	想着	c=0 d=0.0600496 t=1260
xiao 	小	c=1 d=1.0792 t=1260
xiao 	筱	c=0 d=0.097531 t=1260
xiao ci ku 	小詞庫	c=1 d=0.995012 t=1260
xiao dong wu 	小動物	c=4 d=2.51318 t=1260
xiao gou 	小狗	c=1 d=0.618783 t=1260
xiao guo 	效国	c=0 d=0.0923116 t=1260
xiao hao 	消耗	c=1 d=1.18474 t=1260
xiao jia huo 	小傢伙	c=1 d=0.591555 t=1260
xiao lang hao 	小狼毫	c=9 d=5.23261 t=1260
xiao lang hao shu ru fa 	小狼毫輸入法	c=1 d=0.927743 t=1260
xiao lie quan 	小獵犬	c=2 d=1.21952 t=1260
xiao lv 	效率	c=0 d=0.0980199 t=1260
xiao mi feng 	小蜜蜂	c=1 d=0.970446 t=1260
xiao nai gou 	小奶狗	c=1 d=0.650509 t=1260
xiao xin 	小心	c=1 d=0.983682 t=1260
xiao xin xiang mu 	小心項目	c=1 d=0.927743 t=1260
xiao xing 	小型	c=0 d=0.0625002 t=1260
xiao xing quan 	小型犬	c=3 d=2.13288 t=1260
xiao yan jing 	小眼睛	c=1 d=0.343009 t=1260
xiao ye mao 	小野貓	c=1 d=0.614231 t=1260
xiao ye mao men 	小野貓們	c=1 d=0.546074 t=1260
xin ci 	新詞	c=1 d=1.09656 t=1260
xin de 	新的	c=3 d=3.03003 t=1260
xin de 	舋的	c=1 d=1 t=1260
xin de 	訫的	c=1 d=1 t=1260
xin de 	𦰸的	c=1 d=0.995012 t=1260
xin gui 	新規	c=0 d=0.209469 t=1260
xin gui dong xi 	新規東西	c=2 d=1.9802 t=1260
xiu gai 	修改	c=2 d=0.952893 t=1260
xiu gai 	修蓋	c=1 d=0.447088 t=1260
xiu gai zhi 	修改值	c=1 d=0.453845 t=1260
xiu nan gan 	羞赧感	c=1 d=0.647265 t=1260
xiu zheng 	修正	c=1 d=1.0531 t=1260
xiu zheng yi bu fen 	修正一部分	c=1 d=0.985112 t=1260
xue xi 	學習	c=1 d=0.316637 t=1260
xun huan 	循環	c=2 d=0.934771 t=1260
xun lian 	訓練	c=4 d=2.49864 t=1260
ya bu zhu 	壓不住	c=1 d=0.66034 t=1260
yang mei tu qi 	揚眉吐氣	c=1 d=0.666977 t=1260
yang zi 	樣子	c=0 d=0.0778801 t=1260
yao 	要	c=1 d=0.733447 t=1260
yao hui 	耀輝	c=0 d=0.097531 t=1260
yao yi tian hu 	要夷田虎	c=1 d=0.985112 t=1260
yao you 	要有	c=0 d=0.0786628 t=1260
yao you you yong 	要有有用	c=2 d=1.77772 t=1260
yao zu 	耀祖	c=0 d=0.0980199 t=1260
ye 	也	c=0 d=0.0995012 t=1260
ye bu 	也不	c=0 d=0.0995012 t=1260
ye gou 	野狗	c=0 d=0.0748264 t=1260
ye kai shi 	也開始	c=1 d=1 t=1260
ye sheng dong wu 	野生動物	c=3 d=1.85566 t=1260
ye xu 	也許	c=0 d=0.0763379 t=1260
ye xu zhe yang zuo 	也許這樣做	c=1 d=0.767206 t=1260
yi 	一	c=0 d=0.324764 t=1260
yi 	伊	c=0 d=0.00464212 t=1260
yi ba 	一把	c=0 d=0.0985112 t=1260
yi ba er liu 	一把二流	c=1 d=0.99005 t=1260
yi bai ba shi qi 	伊百八十其	c=1 d=0.0466538 t=1260
yi bai wu shi 	一百五十名	c=1 d=0.99005 t=1260
yi bu fen 	一部分	c=0 d=0.0980199 t=1260
yi dai 	羿帶	c=1 d=0.970446 t=1260
yi ge 	一個	c=3 d=1.84956 t=1260
yi hou 	以後	c=1 d=0.694197 t=1260
yi jing 	已經	c=1 d=0.528983 t=1260
yi jing cun zai 	已經存在主义	c=1 d=0.394554 t=1260
yi jing yue lai yue 	已經越來越	c=1 d=0.927743 t=1260
yi jiu 	依舊	c=0 d=0.0965605 t=1260
yi jiu shi yi ge shen qi de shu ru fa 	依舊是一個神奇的輸入法	c=1 d=0.970446 t=1260
yi ke 	一刻	c=1 d=0.600496 t=1260
yi liu 	一流	c=0 d=0.0755784 t=1260
yi nian 	一年	c=0 d=0.196042 t=1260
yi qian 	一前	c=0 d=0.099005 t=1260
yi qian 	一錢	c=0 d=0.0995012 t=1260
yi qian 	以前	c=0 d=0.0995012 t=1260
yi qian 	瘞錢	c=0 d=0.097531 t=1260
yi qian san 	一千三百	c=2 d=1.89771 t=1260
yi qian san bai 	以前三百	c=1 d=1 t=1260
yi qian si bai 	一錢四百	c=1 d=1 t=1260
yi qian tian 	一前天	c=1 d=0.995012 t=1260
yi qian tian 	瘞錢天	c=1 d=0.980199 t=1260
yi qiu 	一球	c=1 d=0.818731 t=1260
yi qiu zhi he 	一丘之貉	c=1 d=0.814647 t=1260
yi qun 	一羣	c=0 d=0.0585669 t=1260
yi shang ban 	一上班	c=1 d=0.0478349 t=1260
yi sheng 	一生一世	c=5 d=3.65794 t=1260
yi sheng 	笫生	c=1 d=1 t=1260
yi sheng yi 	一生一世一	c=1 d=1 t=1260
yi sheng yi shi 	一生一世	c=1 d=0.985112 t=1260
yi shi 	胰是	c=1 d=1 t=1260
yi shi 	軼詩	c=1 d=1 t=1260
yi wan er 	一玩兒	c=1 d=0.995012 t=1260
yi xia 	以下	c=1 d=0.903586 t=1260
yi xia wei 	以下爲	c=1 d=0.97531 t=1260
yi xiao 	一笑	c=1 d=0.928452 t=1260
yi xiao 	一筱	c=1 d=0.831104 t=1260
yi yang 	一樣	c=1 d=0.97531 t=1260
yi yi kan chui lei 	一一堪垂淚	c=1 d=0.0475963 t=1260
yi yi lie ju 	一一列舉	c=1 d=0.0473589 t=1260
yi zhu ren gong de jing shen 	一主人公的淨身	c=1 d=0.763379 t=1260
yin wei 	因爲	c=0 d=0.0878095 t=1260
yin wei wo 	因爲我	c=0 d=0.0955997 t=1260
yin wei wo gen ben jiu mei you 	因爲我根本就是沒有	c=1 d=0.960789 t=1260
yin wei wo gen ben jiu mei you shi yong na xie 	因爲我根本就是沒有使用那些	c=1 d=0.882497 t=1260
ying ge lan 	英格蘭	c=1 d=0.971187 t=1260
ying ge lan mu yang quan 	英格蘭牧羊犬	c=1 d=0.891366 t=1260
ying jing 	應景	c=0 d=0.0927743 t=1260
ying jing yue lai yue 	應景越來越	c=1 d=0.932394 t=1260
ying wen 	英文	c=1 d=0.980199 t=1260
yong bao 	擁抱	c=1 d=0.97531 t=1260
you 	優	c=0 d=0.0985112 t=1260
you hua 	優化	c=3 d=1.84644 t=1260
you mei you 	有沒有	c=1 d=0.704688 t=1260
you xian 	悠閒	c=0 d=0.0680451 t=1260
you xian ji 	優先級	c=0 d=0.0965605 t=1260
you yong 	有用	c=0 d=0.0786628 t=1260
you zhi bu zai 	優支部在	c=1 d=0.99005 t=1260
yu ce 	預測	c=6 d=4.68754 t=1260
yu ce hao 	預測好	c=1 d=0.923116 t=1260
yu ce shu ru nei rong 	預測輸入內容	c=1 d=0.847894 t=1260
yu ju 	語句	c=0 d=0.0918512 t=1260
yu ju liu 	語句流	c=1 d=0.923116 t=1260
yu liao 	語料	c=3 d=2.5223 t=1260
yu liao 	語聊	c=2 d=1.73874 t=1260
yu ni tong zai 	与你同在	c=1 d=1 t=1260
yu wo 	與我	c=1 d=0.522046 t=1260
yue 	岳	c=0 d=0.0873716 t=1260
yue lai yue 	越來越	c=0 d=0.185086 t=1260
yue zhang men 	岳掌門	c=2 d=1.76059 t=1260
zai 	在	c=1 d=0.479818 t=1260
zai di xia shi 	在地下室	c=1 d=0.537944 t=1260
zai lai 	再來	c=2 d=1.99501 t=1260
zai lai 	再来一个	c=1 d=0.995012 t=1260
zai ru 	載入	c=1 d=0.83527 t=1260
zao ci 	造詞	c=1 d=0.828171 t=1260
zao jiu 	早就	c=1 d=0.99005 t=1260
zen me 	怎麼	c=1 d=0.995012 t=1260
zen me ban 	怎麼辦	c=2 d=1.94575 t=1260
zen me xie 	怎麼寫	c=1 d=0.970446 t=1260
zen me yang 	怎麼樣	c=0 d=0.164699 t=1260
zen me yang ne 	怎麼樣呢	c=1 d=0.965605 t=1260
zen me zhe me 	怎麼這麼	c=0 d=0.0477114 t=1260
zen me zhe me rong yi 	怎麼這麼容易	c=1 d=0.479505 t=1260
zen yang 	怎樣	c=0 d=0.00461896 t=1260
zeng liang 	增量	c=1 d=0.748264 t=1260
zhan jing jing 	戰兢兢	c=1 d=0.99005 t=1260
zhan yong 	佔用	c=1 d=0.926119 t=1260
zhan yong nei cun da 	佔用內存大	c=1 d=0.895834 t=1260
zhang men 	掌門	c=1 d=0.845941 t=1260
zhang men ren 	掌門人	c=1 d=0.357007 t=1260
zhang men shi xiong 	掌門師兄	c=1 d=0.88692 t=1260
zhao 	找	c=1 d=0.433874 t=1260
zhe cai shi 	這纔是	c=1 d=0.932394 t=1260
zhe li 	這裏	c=1 d=0.918512 t=1260
zhe me 	這麼	c=0 d=0.126612 t=1260
zhe me yi qun 	這麼一羣	c=1 d=0.588605 t=1260
zhe me you xian 	這麼悠閒	c=1 d=0.683861 t=1260
zhe yang zi 	這樣子	c=0 d=0.0955997 t=1260
zhe yang zi de hua 	這樣子的話	c=1 d=0.960789 t=1260
zhe yang zuo 	這樣做	c=0 d=0.157462 t=1260
zhe zhong 	這種	c=1 d=0.637628 t=1260
zhen 	真	c=1 d=0.986318 t=1260
zhen de 	真的	c=0 d=0.099005 t=1260
zhen shi 	真是	c=0 d=0.0985112 t=1260
zhen xiu 	笉修	c=1 d=1 t=1260
zhen zheng 	真正	c=0 d=0.0932394 t=1260
zhen zheng de 	真正的	c=2 d=1.69653 t=1260
zhen zheng de shu ru fa 	真正的輸入法	c=1 d=0.946485 t=1260
zheng chuang 	爭創	c=0 d=0.0755784 t=1260
zheng chuang yi liu 	爭創一流	c=1 d=0.759572 t=1260
zheng kai 	睁开眼睛	c=2 d=1.625 t=1260
zheng kai 	𩘽開	c=1 d=1 t=1260
zheng yue chu yi 	正月初一	c=2 d=1.95084 t=1260
